ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_14,PF13428.9,9.1e-23,0.0012,1.8,3,25,199,221,197,240,0.80
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_14,PF13428.9,9.1e-23,0.00097,1.5,8,30,238,260,231,274,0.83
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_14,PF13428.9,9.1e-23,0.025,38,10,43,308,341,303,342,0.93
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_14,PF13428.9,9.1e-23,0.028,43,4,40,336,372,333,373,0.87
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_14,PF13428.9,9.1e-23,5.2e-06,0.0079,4,41,370,407,369,408,0.95
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_14,PF13428.9,9.1e-23,7.4e-05,0.11,2,34,402,434,401,441,0.89
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_15,PF13429.9,1.9e-16,2.3e-08,3.4e-05,156,244,37,125,30,137,0.90
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_15,PF13429.9,1.9e-16,0.004,6,152,275,135,258,120,263,0.81
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_15,PF13429.9,1.9e-16,9.8e-11,1.5e-07,111,270,252,423,173,431,0.79
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,ANAPC3,PF12895.10,2e-16,0.0053,8.1,3,52,75,125,42,155,0.58
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,ANAPC3,PF12895.10,2e-16,0.011,16,7,49,147,189,141,196,0.69
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,ANAPC3,PF12895.10,2e-16,8.5e-10,1.3e-06,4,81,178,256,176,257,0.95
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,ANAPC3,PF12895.10,2e-16,0.078,1.2e+02,21,76,262,319,253,325,0.61
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,ANAPC3,PF12895.10,2e-16,0.0092,14,33,81,309,358,292,359,0.90
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,ANAPC3,PF12895.10,2e-16,2.3e-11,3.5e-08,3,79,347,424,345,427,0.93
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_16,PF13432.9,1e-15,0.16,2.4e+02,7,53,37,80,33,91,0.61
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_16,PF13432.9,1e-15,0.05,76,6,62,70,123,65,129,0.85
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_16,PF13432.9,1e-15,0.15,2.2e+02,4,67,102,162,102,163,0.82
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_16,PF13432.9,1e-15,9.9e-08,0.00015,8,55,174,219,173,231,0.89
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_16,PF13432.9,1e-15,0.016,24,8,66,242,297,235,297,0.90
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_16,PF13432.9,1e-15,1,1.6e+03,6,41,342,372,338,383,0.78
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_16,PF13432.9,1e-15,2.4e-05,0.036,11,63,381,430,375,435,0.93
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_12,PF13424.9,1.1e-14,0.043,65,12,52,70,109,65,127,0.58
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_12,PF13424.9,1.1e-14,0.0098,15,13,73,105,157,98,160,0.76
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_12,PF13424.9,1.1e-14,0.039,58,16,70,142,188,131,191,0.54
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_12,PF13424.9,1.1e-14,4.6e-06,0.007,4,73,198,259,195,260,0.88
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_12,PF13424.9,1.1e-14,1.1e-06,0.0017,7,72,235,292,230,292,0.92
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_12,PF13424.9,1.1e-14,0.11,1.6e+02,54,71,308,325,301,330,0.83
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_12,PF13424.9,1.1e-14,0.29,4.4e+02,8,31,338,361,332,369,0.86
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_12,PF13424.9,1.1e-14,9e-07,0.0014,11,72,375,428,365,430,0.89
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_7,PF13176.9,1.2e-14,4.3,6.6e+03,10,21,72,83,69,86,0.79
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_7,PF13176.9,1.2e-14,5.7e-05,0.087,6,31,102,127,101,130,0.80
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_7,PF13176.9,1.2e-14,0.0038,5.7,3,34,133,162,131,164,0.87
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_7,PF13176.9,1.2e-14,3,4.6e+03,11,22,175,186,171,188,0.81
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_7,PF13176.9,1.2e-14,0.22,3.3e+02,6,20,204,218,199,218,0.87
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_7,PF13176.9,1.2e-14,6.1e-08,9.3e-05,2,31,234,263,233,280,0.94
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_7,PF13176.9,1.2e-14,0.29,4.4e+02,8,29,308,327,308,334,0.80
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_7,PF13176.9,1.2e-14,0.69,1e+03,8,28,342,362,337,367,0.74
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_7,PF13176.9,1.2e-14,0.0083,13,12,32,380,400,372,402,0.85
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_7,PF13176.9,1.2e-14,0.046,69,2,30,404,432,404,437,0.83
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_17,PF13431.9,1.3e-14,0.87,1.3e+03,5,33,53,81,38,82,0.70
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_17,PF13431.9,1.3e-14,0.094,1.4e+02,16,33,98,115,93,116,0.80
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_17,PF13431.9,1.3e-14,0.075,1.1e+02,2,17,152,167,144,184,0.80
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_17,PF13431.9,1.3e-14,0.00048,0.72,6,33,190,217,185,218,0.87
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_17,PF13431.9,1.3e-14,0.0018,2.8,5,33,223,251,220,252,0.89
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_17,PF13431.9,1.3e-14,0.07,1.1e+02,2,32,254,284,253,286,0.87
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_17,PF13431.9,1.3e-14,0.12,1.8e+02,2,33,288,319,287,320,0.93
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_17,PF13431.9,1.3e-14,0.0019,2.9,1,34,355,388,355,388,0.94
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_17,PF13431.9,1.3e-14,3e-05,0.045,2,34,390,422,389,422,0.96
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_6,PF13174.9,1.4e-14,0.39,5.9e+02,10,28,71,89,69,90,0.80
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_6,PF13174.9,1.4e-14,2.9,4.3e+03,10,23,105,118,102,124,0.72
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_6,PF13174.9,1.4e-14,0.00049,0.74,2,33,165,196,164,196,0.87
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_6,PF13174.9,1.4e-14,0.011,16,2,27,199,224,198,230,0.84
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_6,PF13174.9,1.4e-14,0.0004,0.61,6,27,237,258,233,261,0.86
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_6,PF13174.9,1.4e-14,0.00088,1.3,2,31,267,296,266,297,0.86
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_6,PF13174.9,1.4e-14,0.44,6.7e+02,3,20,302,319,301,326,0.80
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_6,PF13174.9,1.4e-14,0.0061,9.2,14,30,381,397,368,399,0.79
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_6,PF13174.9,1.4e-14,0.0065,9.8,3,25,404,426,402,432,0.89
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_9,PF13371.9,2.1e-12,6.2,9.4e+03,15,29,47,61,37,81,0.63
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_9,PF13371.9,2.1e-12,1.2,1.9e+03,39,63,139,163,136,170,0.85
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_9,PF13371.9,2.1e-12,0.0025,3.8,29,60,197,228,175,239,0.79
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_9,PF13371.9,2.1e-12,0.00055,0.83,3,60,239,296,237,305,0.92
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_9,PF13371.9,2.1e-12,0.088,1.3e+02,5,49,275,319,271,320,0.83
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_9,PF13371.9,2.1e-12,6.2e-07,0.00094,3,63,341,401,339,405,0.93
WP_004920461.1,NC_020125.1,tetratricopeptide repeat protein,504733,506112,-,TPR_9,PF13371.9,2.1e-12,0.053,81,37,61,409,433,392,452,0.74
WP_004920459.1,NC_020125.1,phosphoglucosamine mutase,506191,507573,-,PGM_PMM_I,PF02878.19,2.6e-30,1e-33,5e-30,7,136,8,142,3,144,0.95
WP_004920459.1,NC_020125.1,phosphoglucosamine mutase,506191,507573,-,PGM_PMM_II,PF02879.19,3.3e-26,0.83,4.1e+03,27,54,57,84,30,98,0.65
WP_004920459.1,NC_020125.1,phosphoglucosamine mutase,506191,507573,-,PGM_PMM_II,PF02879.19,3.3e-26,3.6e-29,1.8e-25,11,103,173,263,162,263,0.94
WP_004920459.1,NC_020125.1,phosphoglucosamine mutase,506191,507573,-,PGM_PMM_III,PF02880.19,2.9e-20,1.6,8.1e+03,18,46,180,210,167,212,0.58
WP_004920459.1,NC_020125.1,phosphoglucosamine mutase,506191,507573,-,PGM_PMM_III,PF02880.19,2.9e-20,1.7e-23,8.5e-20,4,112,270,374,267,376,0.93
WP_004920459.1,NC_020125.1,phosphoglucosamine mutase,506191,507573,-,PGM_PMM_IV,PF00408.23,1.9e-12,1.4e-15,7e-12,13,73,395,456,382,457,0.90
WP_004920456.1,NC_020125.1,efflux transporter outer membrane subunit,507617,509053,-,OEP,PF02321.21,1.9e-40,2.6e-26,5e-22,4,188,67,265,64,265,0.98
WP_004920456.1,NC_020125.1,efflux transporter outer membrane subunit,507617,509053,-,OEP,PF02321.21,1.9e-40,1.9e-22,3.7e-18,7,188,293,474,290,474,0.96
WP_004920451.1,NC_020125.1,efflux RND transporter permease subunit,509043,512210,-,ACR_tran,PF00873.22,0.0,0,0,1,1020,1,1029,1,1030,0.99
WP_004920451.1,NC_020125.1,efflux RND transporter permease subunit,509043,512210,-,MMPL,PF03176.18,3.1e-16,7.2e-15,7.1e-11,101,314,298,510,283,525,0.80
WP_004920451.1,NC_020125.1,efflux RND transporter permease subunit,509043,512210,-,MMPL,PF03176.18,3.1e-16,0.23,2.3e+03,83,118,570,605,567,616,0.87
WP_004920451.1,NC_020125.1,efflux RND transporter permease subunit,509043,512210,-,MMPL,PF03176.18,3.1e-16,2.4e-08,0.00024,100,305,834,1032,776,1042,0.79
WP_004920449.1,NC_020125.1,efflux RND transporter periplasmic adaptor subunit,512222,513304,-,HlyD_D23,PF16576.8,5.8e-17,2e-20,1.3e-16,14,211,52,260,40,263,0.82
WP_004920449.1,NC_020125.1,efflux RND transporter periplasmic adaptor subunit,512222,513304,-,HlyD_3,PF13437.9,1.5e-15,7.7e-06,0.05,2,45,60,107,59,139,0.82
WP_004920449.1,NC_020125.1,efflux RND transporter periplasmic adaptor subunit,512222,513304,-,HlyD_3,PF13437.9,1.5e-15,6.9e-14,4.5e-10,1,106,153,260,153,264,0.91
WP_004920449.1,NC_020125.1,efflux RND transporter periplasmic adaptor subunit,512222,513304,-,Biotin_lipoyl_2,PF13533.9,3.7e-12,1.6e-11,1e-07,4,48,59,103,50,107,0.87
WP_004920449.1,NC_020125.1,efflux RND transporter periplasmic adaptor subunit,512222,513304,-,Biotin_lipoyl_2,PF13533.9,3.7e-12,2.1,1.3e+04,39,49,125,135,118,136,0.69
WP_004920449.1,NC_020125.1,efflux RND transporter periplasmic adaptor subunit,512222,513304,-,Biotin_lipoyl_2,PF13533.9,3.7e-12,1.3e-05,0.082,3,34,152,183,150,187,0.93
WP_004920449.1,NC_020125.1,efflux RND transporter periplasmic adaptor subunit,512222,513304,-,Biotin_lipoyl_2,PF13533.9,3.7e-12,0.11,7.3e+02,18,26,335,343,334,343,0.89
WP_004920444.1,NC_020125.1,phosphoenolpyruvate carboxykinase (ATP),513953,515557,-,PEPCK_ATP,PF01293.23,5.5e-202,3.2e-206,6.3e-202,2,463,20,484,19,486,0.98
WP_015345383.1,NC_020125.1,patatin-like phospholipase family protein,516715,518880,+,Omp85_2,PF19143.3,3.8e-47,0.0041,40,79,184,253,356,234,372,0.75
WP_015345383.1,NC_020125.1,patatin-like phospholipase family protein,516715,518880,+,Omp85_2,PF19143.3,3.8e-47,6.3e-51,6.2e-47,3,351,398,721,396,721,0.92
WP_015345383.1,NC_020125.1,patatin-like phospholipase family protein,516715,518880,+,Patatin,PF01734.25,3.1e-25,6e-28,5.9e-24,1,202,36,224,36,226,0.78
WP_004920434.1,NC_020125.1,rRNA maturation RNase YbeY,518897,519310,+,YbeY,PF02130.20,2.2e-25,1.3e-29,2.6e-25,7,129,14,133,9,135,0.90
WP_004920431.1,NC_020125.1,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG,519487,521349,+,GIDA,PF01134.25,4.5e-159,7.6e-163,7.4e-159,1,392,7,397,7,397,1.00
WP_004920431.1,NC_020125.1,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG,519487,521349,+,GIDA_C,PF13932.9,1.7e-76,2.6e-80,2.5e-76,1,210,399,615,399,615,0.94
WP_004920430.1,NC_020125.1,class I SAM-dependent methyltransferase,521410,522240,+,Methyltransf_23,PF13489.9,1.5e-20,1.1e-24,2.2e-20,12,162,72,219,61,221,0.83
WP_013446985.1,NC_020125.1,hypothetical protein,522452,522949,-,DUF6705,PF20448.1,8.8e-11,5.4e-15,1.1e-10,8,121,16,154,9,163,0.77
WP_004918508.1,NC_020125.1,IS982-like element ISRa1 family transposase,523005,523883,+,DDE_Tnp_1,PF01609.24,7.7e-28,1.4e-31,1.4e-27,3,212,98,269,96,271,0.92
WP_004918508.1,NC_020125.1,IS982-like element ISRa1 family transposase,523005,523883,+,DDE_Tnp_1_3,PF13612.9,9.4e-20,2e-23,1.9e-19,4,148,98,248,95,254,0.86
WP_014615029.1,NC_020125.1,M20/M25/M40 family metallo-hydrolase,527181,528734,+,Peptidase_M28,PF04389.20,4.7e-38,4.1e-42,8.1e-38,1,196,280,474,280,476,0.84
WP_004917551.1,NC_020125.1,RagB/SusD family nutrient uptake outer membrane protein,528815,530278,-,SusD-like_3,PF14322.9,2.8e-23,5.7e-27,5.6e-23,36,190,71,234,23,234,0.70
WP_004917551.1,NC_020125.1,RagB/SusD family nutrient uptake outer membrane protein,528815,530278,-,SusD_RagB,PF07980.14,6.3e-21,1.3e-24,1.3e-20,83,296,285,487,120,487,0.73
WP_004917552.1,NC_020125.1,SusC/RagA family TonB-linked outer membrane protein,530299,533244,-,TonB_dep_Rec,PF00593.27,4.6e-25,1.1,1.1e+04,36,170,200,367,166,385,0.45
WP_004917552.1,NC_020125.1,SusC/RagA family TonB-linked outer membrane protein,530299,533244,-,TonB_dep_Rec,PF00593.27,4.6e-25,4.7e-29,4.6e-25,39,468,401,978,354,980,0.56
WP_004917552.1,NC_020125.1,SusC/RagA family TonB-linked outer membrane protein,530299,533244,-,Plug,PF07715.18,2.4e-20,2.5e-24,2.4e-20,4,108,49,154,46,154,0.91
WP_004917552.1,NC_020125.1,SusC/RagA family TonB-linked outer membrane protein,530299,533244,-,Plug,PF07715.18,2.4e-20,1.7,1.6e+04,58,68,240,250,219,278,0.68
WP_004917552.1,NC_020125.1,SusC/RagA family TonB-linked outer membrane protein,530299,533244,-,Plug,PF07715.18,2.4e-20,0.93,9.1e+03,47,70,909,946,884,972,0.64
WP_004917553.1,NC_020125.1,adenosine deaminase,533493,534497,+,A_deaminase,PF00962.25,5.1e-88,2.9e-92,5.8e-88,1,328,11,330,11,332,0.97
WP_004917555.1,NC_020125.1,phosphoglycerate kinase,535124,536314,-,PGK,PF00162.22,1.9e-149,1.1e-153,2.1e-149,1,381,4,385,4,386,0.98
WP_013446978.1,NC_020125.1,DUF3078 domain-containing protein,537058,537960,+,DUF3078,PF11276.11,2.5e-26,1.3e-30,2.5e-26,1,93,39,129,39,129,0.99
WP_013446978.1,NC_020125.1,DUF3078 domain-containing protein,537058,537960,+,DUF3078,PF11276.11,2.5e-26,0.083,1.6e+03,26,58,259,292,245,298,0.58
WP_004917557.1,NC_020125.1,S46 family peptidase,538038,540170,-,Peptidase_S46,PF10459.12,2.1e-216,1.2e-220,2.4e-216,1,698,19,707,19,708,0.95
WP_004917558.1,NC_020125.1,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase,540259,541932,-,TPP_enzyme_N,PF02776.21,6.1e-28,6.4e-32,1.3e-27,5,163,11,173,7,180,0.87
WP_004917559.1,NC_020125.1,superoxide dismutase family protein,542051,542551,+,Sod_Cu,PF00080.23,4.9e-41,2.9e-45,5.8e-41,2,133,34,164,33,164,0.89
WP_004917560.1,NC_020125.1,nucleoside deaminase,542615,543046,+,MafB19-deam,PF14437.9,8.8e-32,1e-35,9.9e-32,3,137,4,142,2,143,0.83
WP_004917560.1,NC_020125.1,nucleoside deaminase,542615,543046,+,dCMP_cyt_deam_1,PF00383.26,3.9e-31,5.1e-35,5e-31,3,100,3,101,1,102,0.97
WP_004917561.1,NC_020125.1,helix-turn-helix transcriptional regulator,543051,543419,-,HTH_3,PF01381.25,9.3e-15,2.2e-18,1.4e-14,1,55,8,62,8,62,0.98
WP_004917561.1,NC_020125.1,helix-turn-helix transcriptional regulator,543051,543419,-,HTH_31,PF13560.9,7.5e-11,1.5e-14,9.9e-11,3,60,5,61,3,62,0.93
WP_004917561.1,NC_020125.1,helix-turn-helix transcriptional regulator,543051,543419,-,HTH_19,PF12844.10,8.2e-11,2.4e-14,1.5e-10,3,61,7,64,5,67,0.95
WP_004917564.1,NC_020125.1,peptide-methionine (R)-S-oxide reductase MsrB,544572,545087,-,SelR,PF01641.21,1.3e-49,8.7e-54,1.7e-49,1,121,50,168,50,168,0.97
WP_015345388.1,NC_020125.1,T9SS type A sorting domain-containing protein,545799,548903,-,Sortilin-Vps10,PF15902.8,2.3e-19,6.3e-08,0.0012,44,123,198,269,169,298,0.58
WP_015345388.1,NC_020125.1,T9SS type A sorting domain-containing protein,545799,548903,-,Sortilin-Vps10,PF15902.8,2.3e-19,1.9e-10,3.6e-06,2,113,200,313,199,330,0.81
WP_015345388.1,NC_020125.1,T9SS type A sorting domain-containing protein,545799,548903,-,Sortilin-Vps10,PF15902.8,2.3e-19,6.5e-07,0.013,3,111,299,411,297,431,0.74
WP_015345388.1,NC_020125.1,T9SS type A sorting domain-containing protein,545799,548903,-,Sortilin-Vps10,PF15902.8,2.3e-19,1.4e-12,2.7e-08,2,119,656,765,655,812,0.83
WP_004917570.1,NC_020125.1,DNA mismatch repair endonuclease MutL,549847,551643,+,DNA_mis_repair,PF01119.22,1.5e-32,3.1e-36,3.1e-32,2,118,210,326,209,327,0.98
WP_004917570.1,NC_020125.1,DNA mismatch repair endonuclease MutL,549847,551643,+,HATPase_c_3,PF13589.9,3.7e-13,3.7e-17,3.7e-13,4,102,26,124,23,146,0.88
WP_004917570.1,NC_020125.1,DNA mismatch repair endonuclease MutL,549847,551643,+,HATPase_c_3,PF13589.9,3.7e-13,1.4,1.3e+04,20,40,293,310,291,311,0.75
WP_004917573.1,NC_020125.1,rhomboid family intramembrane serine protease,551659,552393,+,Rhomboid,PF01694.25,9.3e-34,1.5e-37,3e-33,6,147,45,238,41,240,0.92
WP_004917578.1,NC_020125.1,aspartate-semialdehyde dehydrogenase,554010,555017,+,Semialdhyde_dhC,PF02774.21,5.8e-44,9.2e-48,9.1e-44,1,184,135,316,135,316,0.97
WP_004917578.1,NC_020125.1,aspartate-semialdehyde dehydrogenase,554010,555017,+,Semialdhyde_dh,PF01118.27,2.5e-27,6e-31,5.9e-27,1,119,2,115,2,117,0.96
WP_004917579.1,NC_020125.1,DUF6048 family protein,555080,555736,-,DUF6048,PF19515.2,1.5e-21,9.2e-26,1.8e-21,25,227,19,217,2,218,0.88
WP_004917583.1,NC_020125.1,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,556183,557592,-,tRNA_U5-meth_tr,PF05958.14,3.2e-17,0.31,3e+03,2,43,92,138,91,140,0.66
WP_004917583.1,NC_020125.1,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,556183,557592,-,tRNA_U5-meth_tr,PF05958.14,3.2e-17,1e-19,9.8e-16,162,351,287,468,269,469,0.85
WP_004917583.1,NC_020125.1,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,556183,557592,-,Methyltransf_31,PF13847.9,6.7e-13,1.5e-16,1.5e-12,3,102,322,419,320,460,0.77
WP_004917589.1,NC_020125.1,phosphatidate cytidylyltransferase,560129,561007,+,CTP_transf_1,PF01148.23,4e-59,2.6e-63,5.2e-59,23,263,44,287,26,289,0.72
WP_004917590.1,NC_020125.1,phosphatidylserine decarboxylase family protein,561021,561674,+,PS_Dcarbxylase,PF02666.18,3.6e-28,8.9e-32,1.7e-27,4,198,46,211,43,213,0.92
WP_004917592.1,NC_020125.1,TIGR00341 family protein,561674,562978,+,DUF389,PF04087.17,1.9e-40,3.9e-44,7.7e-40,1,141,65,201,65,201,0.97
WP_004917592.1,NC_020125.1,TIGR00341 family protein,561674,562978,+,DUF389,PF04087.17,1.9e-40,0.12,2.3e+03,21,53,219,251,216,264,0.72
WP_015345392.1,NC_020125.1,DUF6089 family protein,563060,563944,+,DUF6089,PF19573.2,2.1e-33,1.3e-27,2.5e-23,4,195,5,232,2,236,0.76
WP_015345392.1,NC_020125.1,DUF6089 family protein,563060,563944,+,DUF6089,PF19573.2,2.1e-33,8.4e-10,1.7e-05,193,224,262,293,256,294,0.92
WP_004917596.1,NC_020125.1,isoprenyl transferase,563949,564695,+,Prenyltransf,PF01255.22,9e-78,5.2e-82,1e-77,1,221,20,240,20,240,0.95
WP_004917598.1,NC_020125.1,POTRA domain-containing protein,564728,567280,+,POTRA,PF07244.18,1.7e-37,1.2e-05,0.11,1,66,46,107,46,116,0.84
WP_004917598.1,NC_020125.1,POTRA domain-containing protein,564728,567280,+,POTRA,PF07244.18,1.7e-37,5.7e-08,0.00056,4,79,124,203,122,204,0.91
WP_004917598.1,NC_020125.1,POTRA domain-containing protein,564728,567280,+,POTRA,PF07244.18,1.7e-37,6.4e-12,6.3e-08,1,80,207,296,207,296,0.82
WP_004917598.1,NC_020125.1,POTRA domain-containing protein,564728,567280,+,POTRA,PF07244.18,1.7e-37,5.6e-17,5.5e-13,1,80,299,385,299,385,0.87
WP_004917598.1,NC_020125.1,POTRA domain-containing protein,564728,567280,+,POTRA,PF07244.18,1.7e-37,7.8e-09,7.7e-05,5,77,392,460,389,463,0.87
WP_004917598.1,NC_020125.1,POTRA domain-containing protein,564728,567280,+,Omp85,PF01103.26,2.1e-27,4.3e-31,4.2e-27,4,310,507,833,506,844,0.85
WP_004917601.1,NC_020125.1,OmpH family outer membrane protein,567296,567826,+,OmpH,PF03938.17,4.2e-28,2.5e-32,4.9e-28,1,140,25,170,25,170,0.92
WP_004917603.1,NC_020125.1,OmpH family outer membrane protein,567882,568382,+,OmpH,PF03938.17,2.9e-28,1.7e-32,3.3e-28,1,140,24,164,24,164,0.94
WP_004917607.1,NC_020125.1,dTDP-4-dehydrorhamnose reductase,568960,569823,+,RmlD_sub_bind,PF04321.20,3.3e-100,8.3e-104,4.1e-100,2,285,3,283,2,285,0.97
WP_004917607.1,NC_020125.1,dTDP-4-dehydrorhamnose reductase,568960,569823,+,Epimerase,PF01370.24,3.7e-21,1.1e-24,5.6e-21,1,231,4,204,4,211,0.88
WP_004917607.1,NC_020125.1,dTDP-4-dehydrorhamnose reductase,568960,569823,+,GDP_Man_Dehyd,PF16363.8,1.9e-13,0.24,1.2e+03,1,13,5,17,5,35,0.77
WP_004917607.1,NC_020125.1,dTDP-4-dehydrorhamnose reductase,568960,569823,+,GDP_Man_Dehyd,PF16363.8,1.9e-13,6.5e-17,3.2e-13,57,164,35,138,12,225,0.91
WP_004917607.1,NC_020125.1,dTDP-4-dehydrorhamnose reductase,568960,569823,+,Polysacc_synt_2,PF02719.18,2.5e-11,0.0058,28,1,15,4,18,4,36,0.75
WP_004917607.1,NC_020125.1,dTDP-4-dehydrorhamnose reductase,568960,569823,+,Polysacc_synt_2,PF02719.18,2.5e-11,1.1e-12,5.2e-09,45,131,22,106,17,158,0.79
WP_004917607.1,NC_020125.1,dTDP-4-dehydrorhamnose reductase,568960,569823,+,Polysacc_synt_2,PF02719.18,2.5e-11,0.052,2.5e+02,215,252,167,204,159,215,0.76
WP_004917006.1,NC_020125.1,endopeptidase La,577576,579966,-,Lon_C,PF05362.16,8.5e-79,3.1e-82,1.5e-78,2,204,594,795,593,796,0.97
WP_004917006.1,NC_020125.1,endopeptidase La,577576,579966,-,LON_substr_bdg,PF02190.19,8.4e-35,1.7e-38,8.4e-35,3,204,37,227,36,228,0.90
